pollster,numeric_grade,state,candidate_name,party,pct,sample_size,population,start_date,end_date,recent_poll
McLaughlin,0.5,Florida,Donald Trump,REP,52,800,Voters,2024-08-06,2024-08-08,Older
Siena/NYT,3,Michigan,Kamala Harris,DEM,45,619,Voters,2024-08-05,2024-08-08,Older
Siena/NYT,3,Michigan,Donald Trump,REP,48,619,Voters,2024-08-05,2024-08-08,Older
Siena/NYT,3,Michigan,Kamala Harris,DEM,50,619,Voters,2024-08-05,2024-08-08,Older
Siena/NYT,3,Michigan,Donald Trump,REP,46,619,Voters,2024-08-05,2024-08-08,Older
Siena/NYT,3,Michigan,Kamala Harris,DEM,44,619,Voters,2024-08-05,2024-08-08,Older
Siena/NYT,3,Michigan,Donald Trump,REP,43,619,Voters,2024-08-05,2024-08-08,Older
Siena/NYT,3,Michigan,Kamala Harris,DEM,48,619,Voters,2024-08-05,2024-08-08,Older
Siena/NYT,3,Michigan,Donald Trump,REP,43,619,Voters,2024-08-05,2024-08-08,Older
Siena/NYT,3,Wisconsin,Kamala Harris,DEM,50,661,Voters,2024-08-05,2024-08-08,Older
Siena/NYT,3,Wisconsin,Donald Trump,REP,46,661,Voters,2024-08-05,2024-08-08,Older
Siena/NYT,3,Wisconsin,Kamala Harris,DEM,50,661,Voters,2024-08-05,2024-08-08,Older
Siena/NYT,3,Wisconsin,Donald Trump,REP,46,661,Voters,2024-08-05,2024-08-08,Older
Siena/NYT,3,Wisconsin,Kamala Harris,DEM,49,661,Voters,2024-08-05,2024-08-08,Older
Siena/NYT,3,Wisconsin,Donald Trump,REP,42,661,Voters,2024-08-05,2024-08-08,Older
Siena/NYT,3,Wisconsin,Kamala Harris,DEM,49,661,Voters,2024-08-05,2024-08-08,Older
Siena/NYT,3,Wisconsin,Donald Trump,REP,43,661,Voters,2024-08-05,2024-08-08,Older
Navigator,1.3,Arizona,Kamala Harris,DEM,45,600,Voters,2024-07-31,2024-08-08,Older
Navigator,1.3,Arizona,Donald Trump,REP,46,600,Voters,2024-07-31,2024-08-08,Older
Navigator,1.3,Arizona,Kamala Harris,DEM,46,600,Voters,2024-07-31,2024-08-08,Older
Navigator,1.3,Arizona,Donald Trump,REP,49,600,Voters,2024-07-31,2024-08-08,Older
Navigator,1.3,Michigan,Kamala Harris,DEM,44,600,Voters,2024-07-31,2024-08-08,Older
Navigator,1.3,Michigan,Donald Trump,REP,44,600,Voters,2024-07-31,2024-08-08,Older
Navigator,1.3,Michigan,Kamala Harris,DEM,47,600,Voters,2024-07-31,2024-08-08,Older
Navigator,1.3,Michigan,Donald Trump,REP,46,600,Voters,2024-07-31,2024-08-08,Older
Navigator,1.3,North Carolina,Kamala Harris,DEM,46,600,Voters,2024-07-31,2024-08-08,Older
Navigator,1.3,North Carolina,Donald Trump,REP,46,600,Voters,2024-07-31,2024-08-08,Older
Navigator,1.3,North Carolina,Kamala Harris,DEM,46,600,Voters,2024-07-31,2024-08-08,Older
Navigator,1.3,North Carolina,Donald Trump,REP,48,600,Voters,2024-07-31,2024-08-08,Older
Navigator,1.3,Pennsylvania,Kamala Harris,DEM,44,600,Voters,2024-07-31,2024-08-08,Older
Navigator,1.3,Pennsylvania,Donald Trump,REP,46,600,Voters,2024-07-31,2024-08-08,Older
Navigator,1.3,Pennsylvania,Kamala Harris,DEM,46,600,Voters,2024-07-31,2024-08-08,Older
Navigator,1.3,Pennsylvania,Donald Trump,REP,48,600,Voters,2024-07-31,2024-08-08,Older
Navigator,1.3,Wisconsin,Kamala Harris,DEM,45,600,Voters,2024-07-31,2024-08-08,Older
Navigator,1.3,Wisconsin,Donald Trump,REP,45,600,Voters,2024-07-31,2024-08-08,Older
Navigator,1.3,Wisconsin,Kamala Harris,DEM,48,600,Voters,2024-07-31,2024-08-08,Older
Navigator,1.3,Wisconsin,Donald Trump,REP,48,600,Voters,2024-07-31,2024-08-08,Older
InsiderAdvantage,2,Wisconsin,Kamala Harris,DEM,48.3,800,Voters,2024-08-06,2024-08-07,Older
InsiderAdvantage,2,Wisconsin,Donald Trump,REP,48.6,800,Voters,2024-08-06,2024-08-07,Older
Emerson,2.9,Montana,Kamala Harris,DEM,42.5,1000,Voters,2024-08-05,2024-08-06,Older
Emerson,2.9,Montana,Donald Trump,REP,57.5,1000,Voters,2024-08-05,2024-08-06,Older
Emerson,2.9,Montana,Kamala Harris,DEM,39,1000,Voters,2024-08-05,2024-08-06,Older
Emerson,2.9,Montana,Donald Trump,REP,53.5,1000,Voters,2024-08-05,2024-08-06,Older
Cygnal,2.1,North Carolina,Kamala Harris,DEM,44.1,600,Voters,2024-08-04,2024-08-05,Older
Cygnal,2.1,North Carolina,Donald Trump,REP,47.2,600,Voters,2024-08-04,2024-08-05,Older
RMG Research,2.3,Wisconsin,Kamala Harris,DEM,48,800,Voters,2024-07-31,2024-08-05,Older
RMG Research,2.3,Wisconsin,Donald Trump,REP,45,800,Voters,2024-07-31,2024-08-05,Older
Peak Insights,0.6,Arizona,Kamala Harris,DEM,42,800,Voters,2024-07-31,2024-08-05,Older
Peak Insights,0.6,Arizona,Donald Trump,REP,44,800,Voters,2024-07-31,2024-08-05,Older
HighGround,1.8,Arizona,Kamala Harris,DEM,44.4,500,Voters,2024-07-30,2024-08-05,Older
HighGround,1.8,Arizona,Donald Trump,REP,41.6,500,Voters,2024-07-30,2024-08-05,Older
Redfield & Wilton Strategies,1.8,Arizona,Kamala Harris,DEM,44,567,Voters,2024-07-31,2024-08-03,Older
Redfield & Wilton Strategies,1.8,Arizona,Donald Trump,REP,43,567,Voters,2024-07-31,2024-08-03,Older
Redfield & Wilton Strategies,1.8,Florida,Kamala Harris,DEM,41,976,Voters,2024-07-31,2024-08-03,Older
Redfield & Wilton Strategies,1.8,Florida,Donald Trump,REP,47,976,Voters,2024-07-31,2024-08-03,Older
Redfield & Wilton Strategies,1.8,Georgia,Kamala Harris,DEM,44,1128,Voters,2024-07-31,2024-08-03,Older
Redfield & Wilton Strategies,1.8,Georgia,Donald Trump,REP,46,1128,Voters,2024-07-31,2024-08-03,Older
Redfield & Wilton Strategies,1.8,Michigan,Kamala Harris,DEM,41,771,Voters,2024-07-31,2024-08-03,Older
Redfield & Wilton Strategies,1.8,Michigan,Donald Trump,REP,42,771,Voters,2024-07-31,2024-08-03,Older
Redfield & Wilton Strategies,1.8,Minnesota,Kamala Harris,DEM,46,538,Voters,2024-07-31,2024-08-03,Older
Redfield & Wilton Strategies,1.8,Minnesota,Donald Trump,REP,41,538,Voters,2024-07-31,2024-08-03,Older
Redfield & Wilton Strategies,1.8,Nevada,Kamala Harris,DEM,40,470,Voters,2024-07-31,2024-08-03,Older
Redfield & Wilton Strategies,1.8,Nevada,Donald Trump,REP,40,470,Voters,2024-07-31,2024-08-03,Older
Redfield & Wilton Strategies,1.8,New Mexico,Kamala Harris,DEM,44,493,Voters,2024-07-31,2024-08-03,Older
Redfield & Wilton Strategies,1.8,New Mexico,Donald Trump,REP,37,493,Voters,2024-07-31,2024-08-03,Older
Redfield & Wilton Strategies,1.8,North Carolina,Kamala Harris,DEM,41,714,Voters,2024-07-31,2024-08-03,Older
Redfield & Wilton Strategies,1.8,North Carolina,Donald Trump,REP,44,714,Voters,2024-07-31,2024-08-03,Older
Redfield & Wilton Strategies,1.8,Pennsylvania,Kamala Harris,DEM,44,743,Voters,2024-07-31,2024-08-03,Older
Redfield & Wilton Strategies,1.8,Pennsylvania,Donald Trump,REP,46,743,Voters,2024-07-31,2024-08-03,Older
Redfield & Wilton Strategies,1.8,Wisconsin,Kamala Harris,DEM,43,597,Voters,2024-07-31,2024-08-03,Older
Redfield & Wilton Strategies,1.8,Wisconsin,Donald Trump,REP,43,597,Voters,2024-07-31,2024-08-03,Older
Fabrizio,1.7,Pennsylvania,Kamala Harris,DEM,48,600,Voters,2024-07-29,2024-08-01,Older
Fabrizio,1.7,Pennsylvania,Donald Trump,REP,48,600,Voters,2024-07-29,2024-08-01,Older
Fabrizio,1.7,Pennsylvania,Kamala Harris,DEM,45,600,Voters,2024-07-29,2024-08-01,Older
Fabrizio,1.7,Pennsylvania,Donald Trump,REP,45,600,Voters,2024-07-29,2024-08-01,Older
Siena,2.7,New York,Kamala Harris,DEM,53,1199,Voters,2024-07-28,2024-08-01,Older
Siena,2.7,New York,Donald Trump,REP,39,1199,Voters,2024-07-28,2024-08-01,Older
Siena,2.7,New York,Kamala Harris,DEM,49,1199,Voters,2024-07-28,2024-08-01,Older
Siena,2.7,New York,Donald Trump,REP,37,1199,Voters,2024-07-28,2024-08-01,Older
Marquette Law School,3,Wisconsin,Kamala Harris,DEM,49,877,Voters,2024-07-24,2024-08-01,Older
Marquette Law School,3,Wisconsin,Donald Trump,REP,50,877,Voters,2024-07-24,2024-08-01,Older
Marquette Law School,3,Wisconsin,Kamala Harris,DEM,50,801,Voters,2024-07-24,2024-08-01,Older
Marquette Law School,3,Wisconsin,Donald Trump,REP,49,801,Voters,2024-07-24,2024-08-01,Older
Marquette Law School,3,Wisconsin,Kamala Harris,DEM,45,877,Voters,2024-07-24,2024-08-01,Older
Marquette Law School,3,Wisconsin,Donald Trump,REP,43,877,Voters,2024-07-24,2024-08-01,Older
Marquette Law School,3,Wisconsin,Kamala Harris,DEM,46,801,Voters,2024-07-24,2024-08-01,Older
Marquette Law School,3,Wisconsin,Donald Trump,REP,45,801,Voters,2024-07-24,2024-08-01,Older
Fabrizio/Impact,1.7,Georgia,Kamala Harris,DEM,44,600,Voters,2024-07-24,2024-07-31,Older
Fabrizio/Impact,1.7,Georgia,Donald Trump,REP,46,600,Voters,2024-07-24,2024-07-31,Older
Fabrizio/Impact,1.7,Georgia,Kamala Harris,DEM,48,600,Voters,2024-07-24,2024-07-31,Older
Fabrizio/Impact,1.7,Georgia,Donald Trump,REP,48,600,Voters,2024-07-24,2024-07-31,Older
PPP,1.4,Arizona,Kamala Harris,DEM,47,618,Voters,2024-07-29,2024-07-30,Older
PPP,1.4,Arizona,Donald Trump,REP,49,618,Voters,2024-07-29,2024-07-30,Older
PPP,1.4,Pennsylvania,Kamala Harris,DEM,47,627,Voters,2024-07-29,2024-07-30,Older
PPP,1.4,Pennsylvania,Donald Trump,REP,48,627,Voters,2024-07-29,2024-07-30,Older
PPP,1.4,Georgia,Kamala Harris,DEM,48,662,Voters,2024-07-29,2024-07-30,Older
PPP,1.4,Georgia,Donald Trump,REP,47,662,Voters,2024-07-29,2024-07-30,Older
GQR,2,Pennsylvania,Kamala Harris,DEM,50,500,Voters,2024-07-26,2024-07-30,Older
GQR,2,Pennsylvania,Donald Trump,REP,46,500,Voters,2024-07-26,2024-07-30,Older
Public Opinion Strategies,1.6,Arizona,Kamala Harris,DEM,43,400,Voters,2024-07-23,2024-07-29,Older
Public Opinion Strategies,1.6,Arizona,Donald Trump,REP,48,400,Voters,2024-07-23,2024-07-29,Older
Public Opinion Strategies,1.6,Michigan,Kamala Harris,DEM,45,400,Voters,2024-07-23,2024-07-29,Older
Public Opinion Strategies,1.6,Michigan,Donald Trump,REP,45,400,Voters,2024-07-23,2024-07-29,Older
Public Opinion Strategies,1.6,Nevada,Kamala Harris,DEM,45,400,Voters,2024-07-23,2024-07-29,Older
Public Opinion Strategies,1.6,Nevada,Donald Trump,REP,46,400,Voters,2024-07-23,2024-07-29,Older
Public Opinion Strategies,1.6,Pennsylvania,Kamala Harris,DEM,48,400,Voters,2024-07-23,2024-07-29,Older
Public Opinion Strategies,1.6,Pennsylvania,Donald Trump,REP,45,400,Voters,2024-07-23,2024-07-29,Older
Public Opinion Strategies,1.6,Wisconsin,Kamala Harris,DEM,48,400,Voters,2024-07-23,2024-07-29,Older
Public Opinion Strategies,1.6,Wisconsin,Donald Trump,REP,46,400,Voters,2024-07-23,2024-07-29,Older
Emerson,2.9,New Hampshire,Kamala Harris,DEM,52.4,1000,Voters,2024-07-26,2024-07-28,Older
Emerson,2.9,New Hampshire,Donald Trump,REP,47.6,1000,Voters,2024-07-26,2024-07-28,Older
Emerson,2.9,New Hampshire,Kamala Harris,DEM,47.7,1000,Voters,2024-07-26,2024-07-28,Older
Emerson,2.9,New Hampshire,Donald Trump,REP,41.4,1000,Voters,2024-07-26,2024-07-28,Older
Morning Consult,1.9,Arizona,Kamala Harris,DEM,48,804,Voters,2024-07-24,2024-07-28,Older
Morning Consult,1.9,Arizona,Donald Trump,REP,44,804,Voters,2024-07-24,2024-07-28,Older
Morning Consult,1.9,Arizona,Kamala Harris,DEM,49,804,Voters,2024-07-24,2024-07-28,Older
Morning Consult,1.9,Arizona,Donald Trump,REP,47,804,Voters,2024-07-24,2024-07-28,Older
Morning Consult,1.9,Georgia,Kamala Harris,DEM,45,799,Voters,2024-07-24,2024-07-28,Older
Morning Consult,1.9,Georgia,Donald Trump,REP,45,799,Voters,2024-07-24,2024-07-28,Older
Morning Consult,1.9,Georgia,Kamala Harris,DEM,47,799,Voters,2024-07-24,2024-07-28,Older
Morning Consult,1.9,Georgia,Donald Trump,REP,47,799,Voters,2024-07-24,2024-07-28,Older
Morning Consult,1.9,Michigan,Kamala Harris,DEM,51,706,Voters,2024-07-24,2024-07-28,Older
Morning Consult,1.9,Michigan,Donald Trump,REP,39,706,Voters,2024-07-24,2024-07-28,Older
Morning Consult,1.9,Michigan,Kamala Harris,DEM,53,706,Voters,2024-07-24,2024-07-28,Older
Morning Consult,1.9,Michigan,Donald Trump,REP,42,706,Voters,2024-07-24,2024-07-28,Older
Morning Consult,1.9,Nevada,Kamala Harris,DEM,43,454,Voters,2024-07-24,2024-07-28,Older
Morning Consult,1.9,Nevada,Donald Trump,REP,43,454,Voters,2024-07-24,2024-07-28,Older
Morning Consult,1.9,Nevada,Kamala Harris,DEM,47,454,Voters,2024-07-24,2024-07-28,Older
Morning Consult,1.9,Nevada,Donald Trump,REP,45,454,Voters,2024-07-24,2024-07-28,Older
Morning Consult,1.9,North Carolina,Kamala Harris,DEM,44,706,Voters,2024-07-24,2024-07-28,Older
Morning Consult,1.9,North Carolina,Donald Trump,REP,45,706,Voters,2024-07-24,2024-07-28,Older
Morning Consult,1.9,North Carolina,Kamala Harris,DEM,46,706,Voters,2024-07-24,2024-07-28,Older
Morning Consult,1.9,North Carolina,Donald Trump,REP,48,706,Voters,2024-07-24,2024-07-28,Older
Morning Consult,1.9,Pennsylvania,Kamala Harris,DEM,44,804,Voters,2024-07-24,2024-07-28,Older
Morning Consult,1.9,Pennsylvania,Donald Trump,REP,46,804,Voters,2024-07-24,2024-07-28,Older
Morning Consult,1.9,Pennsylvania,Kamala Harris,DEM,46,804,Voters,2024-07-24,2024-07-28,Older
Morning Consult,1.9,Pennsylvania,Donald Trump,REP,50,804,Voters,2024-07-24,2024-07-28,Older
Morning Consult,1.9,Wisconsin,Kamala Harris,DEM,44,700,Voters,2024-07-24,2024-07-28,Older
Morning Consult,1.9,Wisconsin,Donald Trump,REP,45,700,Voters,2024-07-24,2024-07-28,Older
Morning Consult,1.9,Wisconsin,Kamala Harris,DEM,49,700,Voters,2024-07-24,2024-07-28,Older
Morning Consult,1.9,Wisconsin,Donald Trump,REP,47,700,Voters,2024-07-24,2024-07-28,Older
Fabrizio/Impact,1.7,Ohio,Kamala Harris,DEM,39,600,Voters,2024-07-23,2024-07-28,Older
Fabrizio/Impact,1.7,Ohio,Donald Trump,REP,48,600,Voters,2024-07-23,2024-07-28,Older
Fabrizio/Impact,1.7,Ohio,Kamala Harris,DEM,42,600,Voters,2024-07-23,2024-07-28,Older
Fabrizio/Impact,1.7,Ohio,Donald Trump,REP,52,600,Voters,2024-07-23,2024-07-28,Older
Susquehanna,2.3,Pennsylvania,Kamala Harris,DEM,47,600,Voters,2024-07-22,2024-07-28,Older
Susquehanna,2.3,Pennsylvania,Donald Trump,REP,43,600,Voters,2024-07-22,2024-07-28,Older
U. North Florida,2.8,Florida,Kamala Harris,DEM,42,774,Voters,2024-07-24,2024-07-27,Older
U. North Florida,2.8,Florida,Donald Trump,REP,49,774,Voters,2024-07-24,2024-07-27,Older
Hoffman Research,1.7,Oregon,Kamala Harris,DEM,49,700,Voters,2024-07-24,2024-07-26,Older
Hoffman Research,1.7,Oregon,Donald Trump,REP,44,700,Voters,2024-07-24,2024-07-26,Older
Hoffman Research,1.7,Oregon,Kamala Harris,DEM,45,700,Voters,2024-07-24,2024-07-26,Older
Hoffman Research,1.7,Oregon,Donald Trump,REP,40,700,Voters,2024-07-24,2024-07-26,Older
St. Anselm,2.4,New Hampshire,Kamala Harris,DEM,50,2083,Voters,2024-07-24,2024-07-25,Older
St. Anselm,2.4,New Hampshire,Donald Trump,REP,44,2083,Voters,2024-07-24,2024-07-25,Older
PPP,1.4,Washington,Kamala Harris,DEM,52,581,Voters,2024-07-24,2024-07-25,Older
PPP,1.4,Washington,Donald Trump,REP,38,581,Voters,2024-07-24,2024-07-25,Older
U. New Hampshire,2.6,Maine,Kamala Harris,DEM,48,1445,Voters,2024-07-23,2024-07-25,Older
U. New Hampshire,2.6,Maine,Donald Trump,REP,40,1445,Voters,2024-07-23,2024-07-25,Older
U. New Hampshire,2.6,Maine,Kamala Harris,DEM,54,1445,Voters,2024-07-23,2024-07-25,Older
U. New Hampshire,2.6,Maine,Donald Trump,REP,45,1445,Voters,2024-07-23,2024-07-25,Older
U. New Hampshire,2.6,New Hampshire,Kamala Harris,DEM,49,2875,Voters,2024-07-23,2024-07-25,Older
U. New Hampshire,2.6,New Hampshire,Donald Trump,REP,43,2875,Voters,2024-07-23,2024-07-25,Older
U. New Hampshire,2.6,New Hampshire,Kamala Harris,DEM,53,2875,Voters,2024-07-23,2024-07-25,Older
U. New Hampshire,2.6,New Hampshire,Donald Trump,REP,46,2875,Voters,2024-07-23,2024-07-25,Older
SurveyUSA,2.8,Minnesota,Kamala Harris,DEM,50,656,Voters,2024-07-23,2024-07-25,Older
SurveyUSA,2.8,Minnesota,Donald Trump,REP,40,656,Voters,2024-07-23,2024-07-25,Older
U. New Hampshire,2.6,Maine,Kamala Harris,DEM,56,732,Voters,2024-07-23,2024-07-25,Older
U. New Hampshire,2.6,Maine,Donald Trump,REP,36,732,Voters,2024-07-23,2024-07-25,Older
U. New Hampshire,2.6,Maine,Kamala Harris,DEM,60,732,Voters,2024-07-23,2024-07-25,Older
U. New Hampshire,2.6,Maine,Donald Trump,REP,39,732,Voters,2024-07-23,2024-07-25,Older
U. New Hampshire,2.6,Maine,Kamala Harris,DEM,40,701,Voters,2024-07-23,2024-07-25,Older
U. New Hampshire,2.6,Maine,Donald Trump,REP,44,701,Voters,2024-07-23,2024-07-25,Older
U. New Hampshire,2.6,Maine,Kamala Harris,DEM,49,701,Voters,2024-07-23,2024-07-25,Older
U. New Hampshire,2.6,Maine,Donald Trump,REP,51,701,Voters,2024-07-23,2024-07-25,Older
Redfield & Wilton Strategies,1.8,Nevada,Kamala Harris,DEM,43,435,Voters,2024-07-22,2024-07-24,Older
Redfield & Wilton Strategies,1.8,Nevada,Donald Trump,REP,45,435,Voters,2024-07-22,2024-07-24,Older
Redfield & Wilton Strategies,1.8,Pennsylvania,Kamala Harris,DEM,42,851,Voters,2024-07-22,2024-07-24,Older
Redfield & Wilton Strategies,1.8,Pennsylvania,Donald Trump,REP,46,851,Voters,2024-07-22,2024-07-24,Older
Redfield & Wilton Strategies,1.8,North Carolina,Kamala Harris,DEM,43,586,Voters,2024-07-22,2024-07-24,Older
Redfield & Wilton Strategies,1.8,North Carolina,Donald Trump,REP,46,586,Voters,2024-07-22,2024-07-24,Older
Redfield & Wilton Strategies,1.8,Arizona,Kamala Harris,DEM,43,510,Voters,2024-07-22,2024-07-24,Older
Redfield & Wilton Strategies,1.8,Arizona,Donald Trump,REP,46,510,Voters,2024-07-22,2024-07-24,Older
Redfield & Wilton Strategies,1.8,Florida,Kamala Harris,DEM,39,572,Voters,2024-07-22,2024-07-24,Older
Redfield & Wilton Strategies,1.8,Florida,Donald Trump,REP,47,572,Voters,2024-07-22,2024-07-24,Older
Redfield & Wilton Strategies,1.8,Georgia,Kamala Harris,DEM,42,1180,Voters,2024-07-22,2024-07-24,Older
Redfield & Wilton Strategies,1.8,Georgia,Donald Trump,REP,47,1180,Voters,2024-07-22,2024-07-24,Older
Redfield & Wilton Strategies,1.8,Michigan,Kamala Harris,DEM,41,512,Voters,2024-07-22,2024-07-24,Older
Redfield & Wilton Strategies,1.8,Michigan,Donald Trump,REP,44,512,Voters,2024-07-22,2024-07-24,Older
Redfield & Wilton Strategies,1.8,Minnesota,Kamala Harris,DEM,44,475,Voters,2024-07-22,2024-07-24,Older
Redfield & Wilton Strategies,1.8,Minnesota,Donald Trump,REP,41,475,Voters,2024-07-22,2024-07-24,Older
Redfield & Wilton Strategies,1.8,Wisconsin,Kamala Harris,DEM,44,523,Voters,2024-07-22,2024-07-24,Older
Redfield & Wilton Strategies,1.8,Wisconsin,Donald Trump,REP,44,523,Voters,2024-07-22,2024-07-24,Older
Glengariff Group Inc.,1.5,Michigan,Kamala Harris,DEM,41.6,600,Voters,2024-07-22,2024-07-24,Older
Glengariff Group Inc.,1.5,Michigan,Donald Trump,REP,41.3,600,Voters,2024-07-22,2024-07-24,Older
Glengariff Group Inc.,1.5,Michigan,Donald Trump,REP,42.8,600,Voters,2024-07-22,2024-07-24,Older
Glengariff Group Inc.,1.5,Michigan,Donald Trump,REP,40.3,600,Voters,2024-07-22,2024-07-24,Older
Beacon/Shaw,2.8,Wisconsin,Kamala Harris,DEM,46,1046,Voters,2024-07-22,2024-07-24,Older
Beacon/Shaw,2.8,Wisconsin,Donald Trump,REP,46,1046,Voters,2024-07-22,2024-07-24,Older
Beacon/Shaw,2.8,Wisconsin,Kamala Harris,DEM,49,1046,Voters,2024-07-22,2024-07-24,Older
Beacon/Shaw,2.8,Wisconsin,Donald Trump,REP,50,1046,Voters,2024-07-22,2024-07-24,Older
Beacon/Shaw,2.8,Wisconsin,Donald Trump,REP,50,1046,Voters,2024-07-22,2024-07-24,Older
Beacon/Shaw,2.8,Wisconsin,Donald Trump,REP,49,1046,Voters,2024-07-22,2024-07-24,Older
Beacon/Shaw,2.8,Pennsylvania,Kamala Harris,DEM,45,1034,Voters,2024-07-22,2024-07-24,Older
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,REP,43,1034,Voters,2024-07-22,2024-07-24,Older
Beacon/Shaw,2.8,Pennsylvania,Kamala Harris,DEM,49,1034,Voters,2024-07-22,2024-07-24,Older
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,REP,49,1034,Voters,2024-07-22,2024-07-24,Older
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,REP,49,1034,Voters,2024-07-22,2024-07-24,Older
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,REP,44,1034,Voters,2024-07-22,2024-07-24,Older
Beacon/Shaw,2.8,Minnesota,Kamala Harris,DEM,47,1071,Voters,2024-07-22,2024-07-24,Older
Beacon/Shaw,2.8,Minnesota,Donald Trump,REP,41,1071,Voters,2024-07-22,2024-07-24,Older
Beacon/Shaw,2.8,Minnesota,Kamala Harris,DEM,52,1071,Voters,2024-07-22,2024-07-24,Older
Beacon/Shaw,2.8,Minnesota,Donald Trump,REP,46,1071,Voters,2024-07-22,2024-07-24,Older
Beacon/Shaw,2.8,Minnesota,Donald Trump,REP,46,1071,Voters,2024-07-22,2024-07-24,Older
Beacon/Shaw,2.8,Minnesota,Donald Trump,REP,45,1071,Voters,2024-07-22,2024-07-24,Older
Beacon/Shaw,2.8,Michigan,Kamala Harris,DEM,43,1012,Voters,2024-07-22,2024-07-24,Older
Beacon/Shaw,2.8,Michigan,Donald Trump,REP,45,1012,Voters,2024-07-22,2024-07-24,Older
Beacon/Shaw,2.8,Michigan,Kamala Harris,DEM,49,1012,Voters,2024-07-22,2024-07-24,Older
Beacon/Shaw,2.8,Michigan,Donald Trump,REP,49,1012,Voters,2024-07-22,2024-07-24,Older
Beacon/Shaw,2.8,Michigan,Donald Trump,REP,46,1012,Voters,2024-07-22,2024-07-24,Older
Beacon/Shaw,2.8,Michigan,Donald Trump,REP,48,1012,Voters,2024-07-22,2024-07-24,Older
Targoz Market Research,1.8,Florida,Donald Trump,REP,47,1200,Voters,2024-07-19,2024-07-24,Older
Targoz Market Research,1.8,Florida,Donald Trump,REP,46,988,Voters,2024-07-19,2024-07-24,Older
Targoz Market Research,1.8,Florida,Kamala Harris,DEM,39,1200,Voters,2024-07-19,2024-07-24,Older
Targoz Market Research,1.8,Florida,Donald Trump,REP,46,1200,Voters,2024-07-19,2024-07-24,Older
Targoz Market Research,1.8,Florida,Kamala Harris,DEM,42,988,Voters,2024-07-19,2024-07-24,Older
Targoz Market Research,1.8,Florida,Donald Trump,REP,47,988,Voters,2024-07-19,2024-07-24,Older
Emerson,2.9,Arizona,Kamala Harris,DEM,47.4,800,Voters,2024-07-22,2024-07-23,Older
Emerson,2.9,Arizona,Donald Trump,REP,52.6,800,Voters,2024-07-22,2024-07-23,Older
Emerson,2.9,Arizona,Kamala Harris,DEM,39.8,800,Voters,2024-07-22,2024-07-23,Older
Emerson,2.9,Arizona,Donald Trump,REP,47.5,800,Voters,2024-07-22,2024-07-23,Older
Emerson,2.9,Georgia,Kamala Harris,DEM,48.9,800,Voters,2024-07-22,2024-07-23,Older
Emerson,2.9,Georgia,Donald Trump,REP,51.1,800,Voters,2024-07-22,2024-07-23,Older
Emerson,2.9,Georgia,Kamala Harris,DEM,43.3,800,Voters,2024-07-22,2024-07-23,Older
Emerson,2.9,Georgia,Donald Trump,REP,45.9,800,Voters,2024-07-22,2024-07-23,Older
Emerson,2.9,Michigan,Kamala Harris,DEM,49.1,800,Voters,2024-07-22,2024-07-23,Older
Emerson,2.9,Michigan,Donald Trump,REP,50.9,800,Voters,2024-07-22,2024-07-23,Older
Emerson,2.9,Michigan,Kamala Harris,DEM,43.8,800,Voters,2024-07-22,2024-07-23,Older
Emerson,2.9,Michigan,Donald Trump,REP,44.1,800,Voters,2024-07-22,2024-07-23,Older
Emerson,2.9,Wisconsin,Kamala Harris,DEM,50.6,845,Voters,2024-07-22,2024-07-23,Older
Emerson,2.9,Wisconsin,Donald Trump,REP,49.4,845,Voters,2024-07-22,2024-07-23,Older
Emerson,2.9,Wisconsin,Kamala Harris,DEM,45.4,845,Voters,2024-07-22,2024-07-23,Older
Emerson,2.9,Wisconsin,Donald Trump,REP,44.9,845,Voters,2024-07-22,2024-07-23,Older
Emerson,2.9,Pennsylvania,Kamala Harris,DEM,48.9,850,Voters,2024-07-22,2024-07-23,Older
Emerson,2.9,Pennsylvania,Donald Trump,REP,51.1,850,Voters,2024-07-22,2024-07-23,Older
Emerson,2.9,Pennsylvania,Kamala Harris,DEM,44.3,850,Voters,2024-07-22,2024-07-23,Older
Emerson,2.9,Pennsylvania,Donald Trump,REP,46.1,850,Voters,2024-07-22,2024-07-23,Older
North Star Opinion Research,1.1,Pennsylvania,Donald Trump,REP,48,147,Voters,2024-07-20,2024-07-23,Older
North Star Opinion Research,1.1,Pennsylvania,Donald Trump,REP,42,147,Voters,2024-07-20,2024-07-23,Older
North Star Opinion Research,1.1,Pennsylvania,Kamala Harris,DEM,45,600,Voters,2024-07-20,2024-07-23,Older
North Star Opinion Research,1.1,Pennsylvania,Donald Trump,REP,47,600,Voters,2024-07-20,2024-07-23,Older
Landmark Communications,2.1,Georgia,Kamala Harris,DEM,46.7,400,Voters,2024-07-22,2024-07-22,Older
Landmark Communications,2.1,Georgia,Donald Trump,REP,48,400,Voters,2024-07-22,2024-07-22,Older
Landmark Communications,2.1,Georgia,Kamala Harris,DEM,44.3,400,Voters,2024-07-22,2024-07-22,Older
Landmark Communications,2.1,Georgia,Donald Trump,REP,45.8,400,Voters,2024-07-22,2024-07-22,Older
