pollster,numeric_grade,candidate_name,party,pct,sample_size,population,start_date,end_date,recent_poll
HarrisX,1.5,Donald Trump,REP,42,1010,Voters,2024-03-25,2024-03-25,Older
Leger,2,Donald Trump,REP,47,786,Voters,2024-03-23,2024-03-25,Older
Leger,2,Donald Trump,REP,41,1000,Adults,2024-03-23,2024-03-25,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,2024-03-23,2024-03-25,Older
Beacon/Shaw,2.8,Donald Trump,REP,43,1094,Voters,2024-03-22,2024-03-25,Older
Beacon/Shaw,2.8,Donald Trump,REP,50,1094,Voters,2024-03-22,2024-03-25,Older
Beacon/Shaw,2.8,Kamala Harris,DEM,45,1094,Voters,2024-03-22,2024-03-25,Older
Beacon/Shaw,2.8,Donald Trump,REP,51,1094,Voters,2024-03-22,2024-03-25,Older
Quinnipiac,2.8,Donald Trump,REP,45,1407,Voters,2024-03-21,2024-03-25,Older
Quinnipiac,2.8,Donald Trump,REP,39,1407,Voters,2024-03-21,2024-03-25,Older
Morning Consult,1.9,Donald Trump,REP,43,5833,Voters,2024-03-22,2024-03-24,Older
J.L. Partners,1.6,Donald Trump,REP,43,1000,Voters,2024-03-20,2024-03-24,Older
J.L. Partners,1.6,Donald Trump,REP,46,1000,Voters,2024-03-20,2024-03-24,Older
J.L. Partners,1.6,Donald Trump,REP,47,1000,Voters,2024-03-20,2024-03-24,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,2024-03-21,2024-03-23,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,2024-03-20,2024-03-22,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,51,2271,Voters,2024-03-20,2024-03-21,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,43,2271,Voters,2024-03-20,2024-03-21,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,43,2271,Voters,2024-03-20,2024-03-21,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,2024-03-19,2024-03-21,Older
Echelon Insights,2.7,Donald Trump,REP,49,1006,Voters,2024-03-18,2024-03-21,Older
Echelon Insights,2.7,Donald Trump,REP,43,1006,Voters,2024-03-18,2024-03-21,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,2024-03-18,2024-03-20,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-03-17,2024-03-19,Older
YouGov,3,Donald Trump,REP,43,1510,Voters,2024-03-16,2024-03-19,Older
Hart/POS,2.6,Donald Trump,REP,46,1001,Voters,2024-03-15,2024-03-19,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-03-16,2024-03-18,Older
Morning Consult,1.9,Donald Trump,REP,43,5777,Voters,2024-03-15,2024-03-17,Older
Selzer,2.8,Donald Trump,REP,45,704,Voters,2024-03-11,2024-03-17,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,2024-03-14,2024-03-16,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,45,1124,Voters,2024-03-15,2024-03-15,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,44,1124,Voters,2024-03-15,2024-03-15,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,2024-03-13,2024-03-15,Older
Noble Predictive Insights,2.4,Donald Trump,REP,46,2145,Voters,2024-03-11,2024-03-15,Older
Noble Predictive Insights,2.4,Donald Trump,REP,43,2145,Voters,2024-03-11,2024-03-15,Older
Noble Predictive Insights,2.4,Donald Trump,REP,43,2510,Voters,2024-03-11,2024-03-15,Older
Noble Predictive Insights,2.4,Donald Trump,REP,41,2510,Voters,2024-03-11,2024-03-15,Older
RMG Research,2.3,Donald Trump,REP,37,2000,Voters,2024-03-13,2024-03-14,Older
RMG Research,2.3,Donald Trump,REP,42,2000,Voters,2024-03-13,2024-03-14,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,2024-03-12,2024-03-14,Older
McLaughlin,0.5,Donald Trump,REP,49,1000,Voters,2024-03-09,2024-03-14,Older
McLaughlin,0.5,Kamala Harris,DEM,41,1000,Voters,2024-03-09,2024-03-14,Older
McLaughlin,0.5,Donald Trump,REP,50,1000,Voters,2024-03-09,2024-03-14,Older
McLaughlin,0.5,Donald Trump,REP,38,1000,Voters,2024-03-09,2024-03-14,Older
PPP,1.4,Donald Trump,REP,45,837,Voters,2024-03-12,2024-03-13,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,2024-03-11,2024-03-13,Older
Big Village,1.2,Donald Trump,REP,36.3,2026,Adults,2024-03-08,2024-03-13,Older
Big Village,1.2,Donald Trump,REP,39.1,1628,Voters,2024-03-08,2024-03-13,Older
Big Village,1.2,Donald Trump,REP,40.9,1436,Voters,2024-03-08,2024-03-13,Older
Ipsos,2.8,Donald Trump,REP,48,3356,Voters,2024-03-07,2024-03-13,Older
Ipsos,2.8,Donald Trump,REP,36,4094,Adults,2024-03-07,2024-03-13,Older
Ipsos,2.8,Donald Trump,REP,38,3356,Voters,2024-03-07,2024-03-13,Older
Ipsos,2.8,Donald Trump,REP,32,4094,Adults,2024-03-07,2024-03-13,Older
YouGov,3,Donald Trump,REP,44,1367,Voters,2024-03-10,2024-03-12,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,2024-03-10,2024-03-12,Older
Civiqs,2.4,Donald Trump,REP,44,1324,Voters,2024-03-09,2024-03-12,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,2024-03-09,2024-03-11,Older
YouGov,3,Donald Trump,REP,46,990,Voters,2024-03-08,2024-03-11,Older
YouGov,3,Donald Trump,REP,43,992,Voters,2024-03-08,2024-03-11,Older
Suffolk,2.9,Donald Trump,REP,40,1000,Voters,2024-03-08,2024-03-11,Older
Morning Consult,1.9,Donald Trump,REP,44,6300,Voters,2024-03-08,2024-03-10,Older
HarrisX,1.5,Donald Trump,REP,52,2017,Voters,2024-03-08,2024-03-10,Older
HarrisX,1.5,Donald Trump,REP,44,2017,Voters,2024-03-08,2024-03-10,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,2024-03-07,2024-03-09,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-03-06,2024-03-08,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,2024-03-05,2024-03-07,Older
Emerson,2.9,Donald Trump,REP,49,1350,Voters,2024-03-05,2024-03-06,Older
Emerson,2.9,Donald Trump,REP,43.2,1350,Voters,2024-03-05,2024-03-06,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-03-04,2024-03-06,Older
YouGov,3,Donald Trump,REP,44,1450,Voters,2024-03-03,2024-03-05,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,2024-03-03,2024-03-05,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,2024-03-02,2024-03-04,Older
Public Opinion Strategies,1.6,Donald Trump,REP,45,1000,Voters,2024-02-28,2024-03-04,Older
Morning Consult,1.9,Donald Trump,REP,43,6334,Voters,2024-03-01,2024-03-03,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,2024-03-01,2024-03-03,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,43,1115,Voters,2024-03-02,2024-03-02,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-02-29,2024-03-02,Older
YouGov,3,Donald Trump,REP,52,1436,Voters,2024-02-28,2024-03-01,Older
TIPP,1.8,Donald Trump,REP,42,1246,Voters,2024-02-28,2024-03-01,Older
TIPP,1.8,Donald Trump,REP,38,1246,Voters,2024-02-28,2024-03-01,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-02-28,2024-03-01,Older
GS Strategy Group,1.3,Donald Trump,REP,45.8,2000,Voters,2024-02-27,2024-03-01,Older
GS Strategy Group,1.3,Donald Trump,REP,35,2000,Voters,2024-02-27,2024-03-01,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-02-27,2024-02-29,Older
Ipsos,2.8,Donald Trump,REP,36,1185,Adults,2024-02-26,2024-02-28,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-02-26,2024-02-28,Older
Siena/NYT,3,Donald Trump,REP,48,980,Voters,2024-02-25,2024-02-28,Older
Siena/NYT,3,Donald Trump,REP,48,980,Voters,2024-02-25,2024-02-28,Older
Siena/NYT,3,Kamala Harris,DEM,41,980,Voters,2024-02-25,2024-02-28,Older
Siena/NYT,3,Donald Trump,REP,47,980,Voters,2024-02-25,2024-02-28,Older
Siena/NYT,3,Kamala Harris,DEM,42,980,Voters,2024-02-25,2024-02-28,Older
Siena/NYT,3,Donald Trump,REP,48,980,Voters,2024-02-25,2024-02-28,Older
Beacon/Shaw,2.8,Donald Trump,REP,41,1262,Voters,2024-02-25,2024-02-28,Older
Beacon/Shaw,2.8,Donald Trump,REP,49,1262,Voters,2024-02-25,2024-02-28,Older
HarrisX,1.5,Donald Trump,REP,52,3021,Voters,2024-02-24,2024-02-28,Older
HarrisX,1.5,Donald Trump,REP,43,3021,Voters,2024-02-24,2024-02-28,Older
Kaiser Family Foundation,2.5,Donald Trump,REP,44,1072,Voters,2024-02-20,2024-02-28,Older
YouGov,3,Donald Trump,REP,44,1498,Voters,2024-02-25,2024-02-27,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-02-25,2024-02-27,Older
Clarity,1.6,Donald Trump,REP,45,1026,Voters,2024-02-22,2024-02-27,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-02-24,2024-02-26,Older
Morning Consult,1.9,Donald Trump,REP,44,6224,Voters,2024-02-23,2024-02-25,Older
Leger,2,Donald Trump,REP,39,1005,Adults,2024-02-23,2024-02-25,Older
Leger,2,Donald Trump,REP,45,773,Voters,2024-02-23,2024-02-25,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-02-22,2024-02-24,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,2024-02-21,2024-02-23,Older
HarrisX,1.5,Donald Trump,REP,52,3010,Voters,2024-02-20,2024-02-23,Older
HarrisX,1.5,Donald Trump,REP,42,3010,Voters,2024-02-20,2024-02-23,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,53,2022,Voters,2024-02-21,2024-02-22,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,44,2022,Voters,2024-02-21,2024-02-22,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,44,2022,Voters,2024-02-21,2024-02-22,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,2024-02-20,2024-02-22,Older
McLaughlin,0.5,Donald Trump,REP,45.9,2000,Voters,2024-02-19,2024-02-22,Older
McLaughlin,0.5,Donald Trump,REP,47.1,1724,Voters,2024-02-19,2024-02-22,Older
McLaughlin,0.5,Donald Trump,REP,38.8,2000,Voters,2024-02-19,2024-02-22,Older
McLaughlin,0.5,Donald Trump,REP,40.9,1724,Voters,2024-02-19,2024-02-22,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,2024-02-19,2024-02-21,Older
YouGov,3,Donald Trump,REP,43,1360,Voters,2024-02-18,2024-02-20,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-02-18,2024-02-20,Older
Morning Consult,1.9,Donald Trump,REP,45,6321,Voters,2024-02-17,2024-02-19,Older
Quinnipiac,2.8,Donald Trump,REP,45,1421,Voters,2024-02-15,2024-02-19,Older
Quinnipiac,2.8,Donald Trump,REP,37,1421,Voters,2024-02-15,2024-02-19,Older
Morning Consult,1.9,Donald Trump,REP,45,4000,Voters,2024-02-16,2024-02-18,Older
Morning Consult,1.9,Donald Trump,REP,45,4000,Voters,2024-02-15,2024-02-17,Older
Morning Consult,1.9,Donald Trump,REP,45,4000,Voters,2024-02-14,2024-02-16,Older
HarrisX,1.5,Donald Trump,REP,54,3024,Voters,2024-02-12,2024-02-16,Older
HarrisX,1.5,Donald Trump,REP,44,3024,Voters,2024-02-12,2024-02-16,Older
Rasmussen,2.1,Donald Trump,REP,47,868,Voters,2024-02-13,2024-02-15,Older
Rasmussen,2.1,Donald Trump,REP,43,868,Voters,2024-02-13,2024-02-15,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-02-13,2024-02-15,Older
Marquette Law School,3,Donald Trump,REP,51,787,Voters,2024-02-05,2024-02-15,Older
Marquette Law School,3,Donald Trump,REP,52,628,Voters,2024-02-05,2024-02-15,Older
Marquette Law School,3,Donald Trump,REP,42,787,Voters,2024-02-05,2024-02-15,Older
Marquette Law School,3,Donald Trump,REP,43,628,Voters,2024-02-05,2024-02-15,Older
Emerson,2.9,Donald Trump,REP,44.7,1225,Voters,2024-02-13,2024-02-14,Older
Emerson,2.9,Donald Trump,REP,40.2,1225,Voters,2024-02-13,2024-02-14,Older
Emerson,2.9,Kamala Harris,DEM,42.7,1225,Voters,2024-02-13,2024-02-14,Older
Emerson,2.9,Donald Trump,REP,46,1225,Voters,2024-02-13,2024-02-14,Older
Emerson,2.9,Donald Trump,REP,45,1225,Voters,2024-02-13,2024-02-14,Older
Emerson,2.9,Donald Trump,REP,46.1,1225,Voters,2024-02-13,2024-02-14,Older
Echelon Insights,2.7,Donald Trump,REP,49,1015,Voters,2024-02-12,2024-02-14,Older
Echelon Insights,2.7,Donald Trump,REP,42,1015,Voters,2024-02-12,2024-02-14,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-02-12,2024-02-14,Older
Big Data Poll,1.1,Donald Trump,REP,53.7,3005,Voters,2024-02-12,2024-02-14,Older
Big Data Poll,1.1,Donald Trump,REP,53.6,2795,Voters,2024-02-12,2024-02-14,Older
Big Data Poll,1.1,Donald Trump,REP,46.7,3005,Voters,2024-02-12,2024-02-14,Older
Big Data Poll,1.1,Donald Trump,REP,48,2795,Voters,2024-02-12,2024-02-14,Older
Big Data Poll,1.1,Donald Trump,REP,44.3,3005,Voters,2024-02-12,2024-02-14,Older
Big Data Poll,1.1,Donald Trump,REP,45.3,2795,Voters,2024-02-12,2024-02-14,Older
Big Data Poll,1.1,Donald Trump,REP,45.1,3005,Voters,2024-02-12,2024-02-14,Older
Big Data Poll,1.1,Donald Trump,REP,46,2795,Voters,2024-02-12,2024-02-14,Older
YouGov,3,Donald Trump,REP,44,1470,Voters,2024-02-11,2024-02-13,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-02-11,2024-02-13,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-02-10,2024-02-12,Older
Ipsos,2.8,Donald Trump,REP,37,1237,Adults,2024-02-09,2024-02-12,Older
Morning Consult,1.9,Donald Trump,REP,43,6164,Voters,2024-02-09,2024-02-11,Older
Patriot Polling,1.1,Donald Trump,REP,47.5,1018,Voters,2024-02-10,2024-02-10,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,42,1220,Voters,2024-02-10,2024-02-10,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-02-08,2024-02-10,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-02-07,2024-02-09,Older
YouGov,3,Donald Trump,REP,45,869,Voters,2024-02-06,2024-02-09,Older
Morning Consult,1.9,Donald Trump,REP,45,4000,Voters,2024-02-06,2024-02-08,Older
Cygnal,2.1,Donald Trump,REP,47,1501,Voters,2024-02-06,2024-02-08,Older
Cygnal,2.1,Donald Trump,REP,40.8,1501,Voters,2024-02-06,2024-02-08,Older
Change Research,1.4,Donald Trump,REP,47,1534,Voters,2024-02-06,2024-02-08,Older
Change Research,1.4,Donald Trump,REP,41,1534,Voters,2024-02-06,2024-02-08,Older
Morning Consult,1.9,Donald Trump,REP,46,4000,Voters,2024-02-05,2024-02-07,Older
AtlasIntel,2.7,Donald Trump,REP,43.9,1637,Voters,2024-02-02,2024-02-07,Older
AtlasIntel,2.7,Donald Trump,REP,39,1637,Voters,2024-02-02,2024-02-07,Older
Ipsos,2.8,Donald Trump,REP,33,1076,Adults,2024-02-02,2024-02-07,Older
Kaiser Family Foundation,2.5,Donald Trump,REP,41,1055,Voters,2024-01-30,2024-02-07,Older
YouGov,3,Donald Trump,REP,44,1399,Voters,2024-02-04,2024-02-06,Older
Morning Consult,1.9,Donald Trump,REP,45,6138,Voters,2024-02-04,2024-02-06,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-02-03,2024-02-05,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-02-02,2024-02-04,Older
YouGov,3,Donald Trump,REP,44,1765,Voters,2024-01-31,2024-02-04,Older
Morning Consult,1.9,Donald Trump,REP,44,2001,Voters,2024-01-30,2024-02-04,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-02-01,2024-02-03,Older
TIPP,1.8,Donald Trump,REP,43,1266,Voters,2024-01-31,2024-02-02,Older
TIPP,1.8,Donald Trump,REP,40,1266,Voters,2024-01-31,2024-02-02,Older
SurveyUSA,2.8,Donald Trump,REP,49,1048,Voters,2024-01-31,2024-02-02,Older
SurveyUSA,2.8,Donald Trump,REP,45,1048,Voters,2024-01-31,2024-02-02,Older
SurveyUSA,2.8,Donald Trump,REP,43,1048,Voters,2024-01-31,2024-02-02,Older
SurveyUSA,2.8,Donald Trump,REP,41,1048,Voters,2024-01-31,2024-02-02,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-01-31,2024-02-02,Older
Morning Consult,1.9,Donald Trump,REP,45,4000,Voters,2024-01-30,2024-02-01,Older
Marist,2.9,Donald Trump,REP,47,1441,Voters,2024-01-29,2024-02-01,Older
Morning Consult,1.9,Donald Trump,REP,45,4000,Voters,2024-01-29,2024-01-31,Older
McLaughlin,0.5,Donald Trump,REP,47,1000,Voters,2024-01-25,2024-01-31,Older
McLaughlin,0.5,Kamala Harris,DEM,42,1000,Voters,2024-01-25,2024-01-31,Older
McLaughlin,0.5,Donald Trump,REP,50,1000,Voters,2024-01-25,2024-01-31,Older
McLaughlin,0.5,Donald Trump,REP,39,1000,Voters,2024-01-25,2024-01-31,Older
YouGov,3,Donald Trump,REP,42,1486,Voters,2024-01-28,2024-01-30,Older
Morning Consult,1.9,Donald Trump,REP,45,4000,Voters,2024-01-28,2024-01-30,Older
Civiqs,2.4,Donald Trump,REP,44,1217,Voters,2024-01-27,2024-01-30,Older
Hart/POS,2.6,Donald Trump,REP,47,1000,Voters,2024-01-26,2024-01-30,Older
CNN/SSRS,2.8,Donald Trump,REP,49,983,Voters,2024-01-25,2024-01-30,Older
UMass Amherst/YouGov,2.4,Donald Trump,REP,43,1064,Adults,2024-01-25,2024-01-30,Older
YouGov,3,Donald Trump,REP,45,850,Voters,2024-01-24,2024-01-30,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-01-27,2024-01-29,Older
Emerson,2.9,Donald Trump,REP,45.5,1260,Voters,2024-01-26,2024-01-29,Older
Emerson,2.9,Donald Trump,REP,41.1,1260,Voters,2024-01-26,2024-01-29,Older
Emerson,2.9,Donald Trump,REP,41.7,1260,Voters,2024-01-26,2024-01-29,Older
YouGov,3,Donald Trump,REP,45,1069,Voters,2024-01-25,2024-01-29,Older
YouGov,3,Donald Trump,REP,42,1069,Voters,2024-01-25,2024-01-29,Older
Quinnipiac,2.8,Donald Trump,REP,44,1650,Voters,2024-01-25,2024-01-29,Older
Quinnipiac,2.8,Donald Trump,REP,37,1650,Voters,2024-01-25,2024-01-29,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-01-26,2024-01-28,Older
Leger,2,Donald Trump,REP,37,1004,Adults,2024-01-26,2024-01-28,Older
Big Village,1.2,Donald Trump,REP,36.3,1017,Adults,2024-01-26,2024-01-28,Older
Big Village,1.2,Donald Trump,REP,37.6,837,Voters,2024-01-26,2024-01-28,Older
Big Village,1.2,Donald Trump,REP,38.8,744,Voters,2024-01-26,2024-01-28,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-01-25,2024-01-27,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-01-24,2024-01-26,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-01-23,2024-01-25,Older
Ipsos,2.8,Donald Trump,REP,40,1250,Adults,2024-01-22,2024-01-24,Older
Ipsos,2.8,Donald Trump,REP,36,1250,Adults,2024-01-22,2024-01-24,Older
Morning Consult,1.9,Donald Trump,REP,45,4000,Voters,2024-01-22,2024-01-24,Older
YouGov,3,Donald Trump,REP,44,1497,Voters,2024-01-21,2024-01-23,Older
Morning Consult,1.9,Donald Trump,REP,45,4000,Voters,2024-01-21,2024-01-23,Older
Clarity,1.6,Donald Trump,REP,47,1092,Voters,2024-01-19,2024-01-23,Older
Morning Consult,1.9,Donald Trump,REP,45,4000,Voters,2024-01-20,2024-01-22,Older
Morning Consult,1.9,Donald Trump,REP,45,6417,Voters,2024-01-19,2024-01-21,Older
HarrisX,1.5,Donald Trump,REP,48,3034,Voters,2024-01-17,2024-01-21,Older
HarrisX,1.5,Donald Trump,REP,42,3034,Voters,2024-01-17,2024-01-21,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-01-18,2024-01-20,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,2024-01-17,2024-01-19,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,42,1205,Voters,2024-01-18,2024-01-18,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,53,2346,Voters,2024-01-17,2024-01-18,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,44,2346,Voters,2024-01-17,2024-01-18,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,44,2346,Voters,2024-01-17,2024-01-18,Older
Echelon Insights,2.7,Donald Trump,REP,47,1029,Voters,2024-01-16,2024-01-18,Older
Echelon Insights,2.7,Donald Trump,REP,41,1029,Voters,2024-01-16,2024-01-18,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,2024-01-16,2024-01-18,Older
HarrisX,1.5,Donald Trump,REP,52,1045,Voters,2024-01-16,2024-01-17,Older
HarrisX,1.5,Donald Trump,REP,43,1045,Voters,2024-01-16,2024-01-17,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,2024-01-15,2024-01-17,Older
YouGov,3,Donald Trump,REP,43,1472,Voters,2024-01-14,2024-01-16,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,2024-01-14,2024-01-16,Older
Morning Consult,1.9,Donald Trump,REP,43,6606,Voters,2024-01-13,2024-01-15,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-01-12,2024-01-14,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-01-11,2024-01-13,Older
Cygnal,2.1,Donald Trump,REP,46.6,2000,Voters,2024-01-11,2024-01-12,Older
Cygnal,2.1,Donald Trump,REP,41.5,2000,Voters,2024-01-11,2024-01-12,Older
YouGov,3,Donald Trump,REP,50,1906,Voters,2024-01-10,2024-01-12,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,2024-01-10,2024-01-12,Older
Angus Reid,2,Donald Trump,REP,37,1178,Adults,2024-01-09,2024-01-12,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,2024-01-09,2024-01-11,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,2024-01-08,2024-01-10,Older
YouGov,3,Donald Trump,REP,43,1417,Voters,2024-01-07,2024-01-09,Older
Rasmussen,2.1,Donald Trump,REP,49,968,Voters,2024-01-07,2024-01-09,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,2024-01-07,2024-01-09,Older
Ipsos,2.8,Donald Trump,REP,48,4677,Adults,2024-01-03,2024-01-09,Older
Ipsos,2.8,Donald Trump,REP,30,4677,Adults,2024-01-03,2024-01-09,Older
Ipsos,2.8,Donald Trump,REP,38,3815,Voters,2024-01-03,2024-01-09,Older
Ipsos,2.8,Donald Trump,REP,33,3815,Voters,2024-01-03,2024-01-09,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,2024-01-06,2024-01-08,Older
John Zogby Strategies,1.8,Donald Trump,REP,46.7,1012,Voters,2024-01-06,2024-01-07,Older
Morning Consult,1.9,Donald Trump,REP,42,6367,Voters,2024-01-05,2024-01-07,Older
Ipsos,2.8,Donald Trump,REP,34,2027,Adults,2024-01-03,2024-01-07,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,2024-01-04,2024-01-06,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,2024-01-03,2024-01-05,Older
TIPP,1.8,Donald Trump,REP,41,1247,Voters,2024-01-03,2024-01-05,Older
TIPP,1.8,Donald Trump,REP,37,1247,Voters,2024-01-03,2024-01-05,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,2024-01-02,2024-01-04,Older
Noble Predictive Insights,2.4,Donald Trump,REP,45,2364,Voters,2024-01-02,2024-01-04,Older
Noble Predictive Insights,2.4,Donald Trump,REP,44,2573,Voters,2024-01-02,2024-01-04,Older
Noble Predictive Insights,2.4,Donald Trump,REP,41,2364,Voters,2024-01-02,2024-01-04,Older
Noble Predictive Insights,2.4,Donald Trump,REP,41,2573,Voters,2024-01-02,2024-01-04,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,2024-01-01,2024-01-03,Older
YouGov,3,Donald Trump,REP,44,1343,Voters,2023-12-31,2024-01-02,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,2023-12-31,2024-01-02,Older
Morning Consult,1.9,Donald Trump,REP,42,6816,Voters,2023-12-30,2024-01-01,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,2023-12-29,2023-12-31,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,2023-12-28,2023-12-30,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,2023-12-27,2023-12-29,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,2023-12-26,2023-12-28,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,2023-12-25,2023-12-27,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,2023-12-24,2023-12-26,Older
Suffolk,2.9,Donald Trump,REP,43.8,1000,Voters,2023-12-23,2023-12-26,Older
Suffolk,2.9,Donald Trump,REP,37.2,1000,Voters,2023-12-23,2023-12-26,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,2023-12-23,2023-12-25,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,2023-12-22,2023-12-24,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,2023-12-21,2023-12-23,Older
YouGov,3,Donald Trump,REP,42,1765,Voters,2023-12-18,2023-12-23,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,2023-12-20,2023-12-22,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,2023-12-19,2023-12-21,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,2023-12-18,2023-12-20,Older
J.L. Partners,1.6,Donald Trump,REP,40,984,Voters,2023-12-15,2023-12-20,Older
J.L. Partners,1.6,Donald Trump,REP,46,984,Voters,2023-12-15,2023-12-20,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2023-12-17,2023-12-19,Older
McLaughlin,0.5,Donald Trump,REP,47,1000,Voters,2023-12-13,2023-12-19,Older
McLaughlin,0.5,Kamala Harris,DEM,42,1000,Voters,2023-12-13,2023-12-19,Older
McLaughlin,0.5,Donald Trump,REP,49,1000,Voters,2023-12-13,2023-12-19,Older
McLaughlin,0.5,Donald Trump,REP,36,1000,Voters,2023-12-13,2023-12-19,Older
YouGov,3,Donald Trump,REP,43,1336,Voters,2023-12-16,2023-12-18,Older
