pollster,numeric_grade,candidate_name,party,pct,sample_size,population,methodology,recent_poll
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,41,4000,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,44,1123,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,43,1123,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,42,1123,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,40,1123,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,40,1123,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,39,1123,Voters,Online Panel,Older
YouGov,3,Robert F. Kennedy,IND,9,1123,Voters,Online Panel,Older
Premise,1.9,Joe Biden,DEM,37,1850,Adults,App Panel,Older
Premise,1.9,Donald Trump,REP,43,1850,Adults,App Panel,Older
Premise,1.9,Joe Biden,DEM,41,1417,Voters,App Panel,Older
Premise,1.9,Donald Trump,REP,44,1417,Voters,App Panel,Older
Premise,1.9,Joe Biden,DEM,36,1850,Adults,App Panel,Older
Premise,1.9,Ron DeSantis,REP,41,1850,Adults,App Panel,Older
Premise,1.9,Joe Biden,DEM,40,1417,Voters,App Panel,Older
Premise,1.9,Ron DeSantis,REP,40,1417,Voters,App Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,5000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,42,5000,Voters,Online Panel,Older
Morning Consult,1.9,Ron DeSantis,REP,39,5000,Voters,Online Panel,Older
Zogby,1.2,Joe Biden,DEM,51.1,869,Voters,Online Panel,Older
Zogby,1.2,Donald Trump,REP,48.9,869,Voters,Online Panel,Older
Zogby,1.2,Joe Biden,DEM,41.2,869,Voters,Online Panel,Older
Zogby,1.2,Donald Trump,REP,42.6,869,Voters,Online Panel,Older
Zogby,1.2,Cornel West,IND,3.7,869,Voters,Online Panel,Older
Zogby,1.2,Robert F. Kennedy,IND,12.5,869,Voters,Online Panel,Older
Selzer,2.8,Joe Biden,DEM,40,784,Voters,Live Phone,Older
Selzer,2.8,Donald Trump,REP,40,784,Voters,Live Phone,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,41,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,Online Panel,Older
Marist,2.9,Joe Biden,DEM,49,1218,Voters,Live Phone/Online Panel/Text,Older
Marist,2.9,Donald Trump,REP,46,1218,Voters,Live Phone/Online Panel/Text,Older
Marist,2.9,Joe Biden,DEM,44,1218,Voters,Live Phone/Online Panel/Text,Older
Marist,2.9,Donald Trump,REP,37,1218,Voters,Live Phone/Online Panel/Text,Older
Marist,2.9,Robert F. Kennedy,IND,16,1218,Voters,Live Phone/Online Panel/Text,Older
Morning Consult,1.9,Joe Biden,DEM,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,38,1500,Adults,Online Panel,Older
YouGov,3,Donald Trump,REP,38,1500,Adults,Online Panel,Older
YouGov,3,Joe Biden,DEM,43,1296,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,42,1296,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,Online Panel,Older
Beacon/Shaw,2.8,Joe Biden,DEM,49,1007,Voters,Live Phone,Older
Beacon/Shaw,2.8,Donald Trump,REP,48,1007,Voters,Live Phone,Older
Beacon/Shaw,2.8,Joe Biden,DEM,47,1007,Voters,Live Phone,Older
Beacon/Shaw,2.8,Ron DeSantis,REP,49,1007,Voters,Live Phone,Older
Beacon/Shaw,2.8,Joe Biden,DEM,45,1007,Voters,Live Phone,Older
Beacon/Shaw,2.8,Nikki Haley,REP,49,1007,Voters,Live Phone,Older
Beacon/Shaw,2.8,Joe Biden,DEM,43,1007,Voters,Live Phone,Older
Beacon/Shaw,2.8,Donald Trump,REP,45,1007,Voters,Live Phone,Older
Beacon/Shaw,2.8,Cornel West,IND,9,1007,Voters,Live Phone,Older
Beacon/Shaw,2.8,Joe Biden,DEM,41,1007,Voters,Live Phone,Older
Beacon/Shaw,2.8,Donald Trump,REP,41,1007,Voters,Live Phone,Older
Beacon/Shaw,2.8,Robert F. Kennedy,IND,16,1007,Voters,Live Phone,Older
Morning Consult,1.9,Joe Biden,DEM,43,5000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,5000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,41,5000,Voters,Online Panel,Older
Morning Consult,1.9,Ron DeSantis,REP,38,5000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,Online Panel,Older
Big Data Poll,1.1,Joe Biden,DEM,39,2181,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Donald Trump,REP,40.7,2181,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Joe Biden,DEM,37.5,2181,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Donald Trump,REP,39.4,2181,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Robert F. Kennedy,IND,9,2181,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Joe Biden,DEM,38.9,2181,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Donald Trump,REP,40.6,2181,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Cornel West,IND,2.7,2181,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Joe Biden,DEM,36.2,2181,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Donald Trump,REP,39.4,2181,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Robert F. Kennedy,IND,8.5,2181,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Cornel West,IND,1.7,2181,Voters,Online Panel/Text-to-Web/Text,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,Online Panel,Older
HarrisX,1.5,Joe Biden,DEM,41,2982,Voters,Online Panel,Older
HarrisX,1.5,Donald Trump,REP,45,2982,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,44,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,37,1033,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,41,1033,Voters,Online Panel,Older
Cygnal,2.1,Joe Biden,DEM,45.2,2000,Voters,Online Panel/Text-to-Web,Older
Cygnal,2.1,Donald Trump,REP,45.1,2000,Voters,Online Panel/Text-to-Web,Older
Cygnal,2.1,Joe Biden,DEM,38.8,2000,Voters,Online Panel/Text-to-Web,Older
Cygnal,2.1,Donald Trump,REP,39.6,2000,Voters,Online Panel/Text-to-Web,Older
Cygnal,2.1,Robert F. Kennedy,IND,12.3,2000,Voters,Online Panel/Text-to-Web,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,41,4000,Voters,Online Panel,Older
Ipsos,2.8,Joe Biden,DEM,35,1005,Adults,Probability Panel,Older
Ipsos,2.8,Donald Trump,REP,35,1005,Adults,Probability Panel,Older
Ipsos,2.8,Joe Biden,DEM,31,1005,Adults,Probability Panel,Older
Ipsos,2.8,Donald Trump,REP,33,1005,Adults,Probability Panel,Older
Ipsos,2.8,Robert F. Kennedy,IND,14,1005,Adults,Probability Panel,Older
Morning Consult,1.9,Joe Biden,DEM,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,Online Panel,Older
SurveyUSA,2.8,Joe Biden,DEM,43,2330,Voters,Online Panel,Older
SurveyUSA,2.8,Donald Trump,REP,43,2330,Voters,Online Panel,Older
Big Village,1.2,Joe Biden,DEM,37.7,3030,Adults,Online Panel,Older
Big Village,1.2,Donald Trump,REP,40.9,3030,Adults,Online Panel,Older
Big Village,1.2,Joe Biden,DEM,41.5,2474,Voters,Online Panel,Older
Big Village,1.2,Donald Trump,REP,43.5,2474,Voters,Online Panel,Older
Big Village,1.2,Joe Biden,DEM,44.2,2207,Voters,Online Panel,Older
Big Village,1.2,Donald Trump,REP,45,2207,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,Online Panel,Older
Premise,1.9,Joe Biden,DEM,32,1784,Adults,App Panel,Older
Premise,1.9,Donald Trump,REP,42,1784,Adults,App Panel,Older
Premise,1.9,Joe Biden,DEM,35,1337,Voters,App Panel,Older
Premise,1.9,Donald Trump,REP,45,1337,Voters,App Panel,Older
Premise,1.9,Joe Biden,DEM,31,1784,Adults,App Panel,Older
Premise,1.9,Ron DeSantis,REP,33,1784,Adults,App Panel,Older
Premise,1.9,Joe Biden,DEM,34,1337,Voters,App Panel,Older
Premise,1.9,Ron DeSantis,REP,37,1337,Voters,App Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,5000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,43,5000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,42,5000,Voters,Online Panel,Older
Morning Consult,1.9,Ron DeSantis,REP,39,5000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,Online Panel,Older
HarrisX,1.5,Joe Biden,DEM,42,1615,Voters,Online Panel,Older
HarrisX,1.5,Donald Trump,REP,45,1615,Voters,Online Panel,Older
TIPP,1.8,Joe Biden,DEM,42,1262,Voters,Online Panel,Older
TIPP,1.8,Donald Trump,REP,42,1262,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,41,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,43,1011,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,46,1011,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,36,1011,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,40,1011,Voters,Online Panel,Older
Echelon Insights,2.7,Robert F. Kennedy,IND,14,1011,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,42,1011,Voters,Online Panel,Older
Echelon Insights,2.7,Ron DeSantis,REP,41,1011,Voters,Online Panel,Older
Marist,2.9,Joe Biden,DEM,49,1137,Voters,Live Phone/Online Panel/Text,Older
Marist,2.9,Donald Trump,REP,47,1137,Voters,Live Phone/Online Panel/Text,Older
Marist,2.9,Joe Biden,DEM,40,1137,Voters,Live Phone/Online Panel/Text,Older
Marist,2.9,Donald Trump,REP,39,1137,Voters,Live Phone/Online Panel/Text,Older
Morning Consult,1.9,Joe Biden,DEM,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,39,1500,Adults,Online Panel,Older
YouGov,3,Donald Trump,REP,38,1500,Adults,Online Panel,Older
YouGov,3,Joe Biden,DEM,45,1293,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,40,1293,Voters,Online Panel,Older
McLaughlin,0.5,Joe Biden,DEM,43,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,47,1000,Voters,Online Panel,Older
McLaughlin,0.5,Kamala Harris,DEM,41,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,48,1000,Voters,Online Panel,Older
McLaughlin,0.5,Joe Biden,DEM,38,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,43,1000,Voters,Online Panel,Older
McLaughlin,0.5,Cornel West,IND,6,1000,Voters,Online Panel,Older
McLaughlin,0.5,Joe Biden,DEM,36,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,40,1000,Voters,Online Panel,Older
McLaughlin,0.5,Cornel West,IND,4,1000,Voters,Online Panel,Older
McLaughlin,0.5,"Joe Manchin, III",IND,6,1000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,Online Panel,Older
Clarity,1.6,Joe Biden,DEM,42,1062,Voters,Online Panel,Older
Clarity,1.6,Donald Trump,REP,46,1062,Voters,Online Panel,Older
Clarity,1.6,Joe Biden,DEM,43,1062,Voters,Online Panel,Older
Clarity,1.6,Ron DeSantis,REP,39,1062,Voters,Online Panel,Older
Marquette Law School,3,Joe Biden,DEM,48,1007,Adults,Probability Panel,Older
Marquette Law School,3,Donald Trump,REP,52,1007,Adults,Probability Panel,Older
Marquette Law School,3,Joe Biden,DEM,48,868,Voters,Probability Panel,Older
Marquette Law School,3,Donald Trump,REP,51,868,Voters,Probability Panel,Older
Marquette Law School,3,Joe Biden,DEM,51,690,Voters,Probability Panel,Older
Marquette Law School,3,Donald Trump,REP,49,690,Voters,Probability Panel,Older
Marquette Law School,3,Joe Biden,DEM,49,1007,Adults,Probability Panel,Older
Marquette Law School,3,Ron DeSantis,REP,50,1007,Adults,Probability Panel,Older
Marquette Law School,3,Joe Biden,DEM,48,868,Voters,Probability Panel,Older
Marquette Law School,3,Ron DeSantis,REP,51,868,Voters,Probability Panel,Older
Marquette Law School,3,Joe Biden,DEM,51,690,Voters,Probability Panel,Older
Marquette Law School,3,Ron DeSantis,REP,48,690,Voters,Probability Panel,Older
John Zogby Strategies,1.8,Joe Biden,DEM,38,1008,Voters,Online Panel,Older
John Zogby Strategies,1.8,Donald Trump,REP,38,1008,Voters,Online Panel,Older
John Zogby Strategies,1.8,Robert F. Kennedy,IND,19,1008,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,6000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,6000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,42,6000,Voters,Online Panel,Older
Morning Consult,1.9,Ron DeSantis,REP,39,6000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,Online Panel,Older
ABC/Washington Post,3,Joe Biden,DEM,42,1006,Adults,Live Phone,Older
ABC/Washington Post,3,Donald Trump,REP,51,1006,Adults,Live Phone,Older
ABC/Washington Post,3,Joe Biden,DEM,42,890,Voters,Live Phone,Older
ABC/Washington Post,3,Donald Trump,REP,52,890,Voters,Live Phone,Older
J.L. Partners,1.6,Joe Biden,DEM,44,1000,Voters,Live Phone/Text/Online Ad,Older
J.L. Partners,1.6,Donald Trump,REP,45,1000,Voters,Live Phone/Text/Online Ad,Older
J.L. Partners,1.6,Joe Biden,DEM,38,1000,Voters,Live Phone/Text/Online Ad,Older
J.L. Partners,1.6,Nikki Haley,REP,40,1000,Voters,Live Phone/Text/Online Ad,Older
J.L. Partners,1.6,Joe Biden,DEM,43,1000,Voters,Live Phone/Text/Online Ad,Older
J.L. Partners,1.6,Ron DeSantis,REP,44,1000,Voters,Live Phone/Text/Online Ad,Older
J.L. Partners,1.6,Joe Biden,DEM,39,1000,Voters,Live Phone/Text/Online Ad,Older
J.L. Partners,1.6,Tim Scott,REP,40,1000,Voters,Live Phone/Text/Online Ad,Older
J.L. Partners,1.6,Joe Biden,DEM,41,1000,Voters,Live Phone/Text/Online Ad,Older
J.L. Partners,1.6,Vivek G. Ramaswamy,REP,38,1000,Voters,Live Phone/Text/Online Ad,Older
J.L. Partners,1.6,Joe Biden,DEM,41,1000,Voters,Live Phone/Text/Online Ad,Older
J.L. Partners,1.6,Mike Pence,REP,33,1000,Voters,Live Phone/Text/Online Ad,Older
J.L. Partners,1.6,Gavin Newsom,DEM,39,1000,Voters,Live Phone/Text/Online Ad,Older
J.L. Partners,1.6,Ron DeSantis,REP,43,1000,Voters,Live Phone/Text/Online Ad,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,Online Panel,Older
WPAi,1.7,Joe Biden,DEM,43,1005,Voters,Live Phone,Older
WPAi,1.7,Donald Trump,REP,41,1005,Voters,Live Phone,Older
Hart/POS,2.6,Joe Biden,DEM,46,1000,Voters,Live Phone,Older
Hart/POS,2.6,Donald Trump,REP,46,1000,Voters,Live Phone,Older
Hart/POS,2.6,Joe Biden,DEM,46,1000,Voters,Live Phone,Older
Hart/POS,2.6,Ron DeSantis,REP,45,1000,Voters,Live Phone,Older
Hart/POS,2.6,Joe Biden,DEM,41,1000,Voters,Live Phone,Older
Hart/POS,2.6,Nikki Haley,REP,46,1000,Voters,Live Phone,Older
Hart/POS,2.6,Joe Biden,DEM,36,1000,Voters,Live Phone,Older
Hart/POS,2.6,Donald Trump,REP,39,1000,Voters,Live Phone,Older
HarrisX,1.5,Joe Biden,DEM,41,3015,Voters,Online Panel,Older
HarrisX,1.5,Donald Trump,REP,46,3015,Voters,Online Panel,Older
Emerson,2.9,Joe Biden,DEM,44.5,1125,Voters,IVR/Online Panel,Older
Emerson,2.9,Donald Trump,REP,45.2,1125,Voters,IVR/Online Panel,Older
Emerson,2.9,Joe Biden,DEM,41.9,1125,Voters,IVR/Online Panel,Older
Emerson,2.9,Donald Trump,REP,43.3,1125,Voters,IVR/Online Panel,Older
Emerson,2.9,Cornel West,IND,4.1,1125,Voters,IVR/Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,44,1097,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,44,1097,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,44,1097,Voters,Online Panel,Older
YouGov,3,Ron DeSantis,REP,41,1097,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,42,1097,Voters,Online Panel,Older
YouGov,3,Glenn Youngkin,REP,34,1097,Voters,Online Panel,Older
YouGov Blue,3,Joe Biden,DEM,52,3098,Voters,Online Panel,Older
YouGov Blue,3,Donald Trump,REP,47,3098,Voters,Online Panel,Older
YouGov Blue,3,Joe Biden,DEM,51,3098,Voters,Online Panel,Older
YouGov Blue,3,Ron DeSantis,REP,47,3098,Voters,Online Panel,Older
YouGov Blue,3,Joe Biden,DEM,45,3098,Voters,Online Panel,Older
YouGov Blue,3,Donald Trump,REP,42,3098,Voters,Online Panel,Older
YouGov Blue,3,"Joe Manchin, III",IND,2,3098,Voters,Online Panel,Older
YouGov Blue,3,Joe Biden,DEM,46,3098,Voters,Online Panel,Older
YouGov Blue,3,Ron DeSantis,REP,18,3098,Voters,Online Panel,Older
YouGov Blue,3,Donald Trump,IND,26,3098,Voters,Online Panel,Older
YouGov Blue,3,Joe Biden,DEM,46,3098,Voters,Online Panel,Older
YouGov Blue,3,Vivek G. Ramaswamy,REP,31,3098,Voters,Online Panel,Older
YouGov Blue,3,Joe Biden,DEM,45,3098,Voters,Online Panel,Older
YouGov Blue,3,Nikki Haley,REP,32,3098,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,37,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,36,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,40,1124,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,42,1124,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,42,6000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,43,6000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,6000,Voters,Online Panel,Older
Morning Consult,1.9,Ron DeSantis,REP,39,6000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,49,2525,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,50,2525,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Joe Biden,DEM,40,2103,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,44,2103,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Joe Biden,DEM,42,2103,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Ron DeSantis,REP,38,2103,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Joe Biden,DEM,39,2103,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Vivek G. Ramaswamy,REP,37,2103,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Joe Biden,DEM,37,2103,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Nikki Haley,REP,41,2103,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Joe Biden,DEM,42,2103,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Mike Pence,REP,36,2103,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Joe Biden,DEM,37,2103,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Tim Scott,REP,39,2103,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Kamala Harris,DEM,40,2103,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,46,2103,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Kamala Harris,DEM,44,2103,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Ron DeSantis,REP,37,2103,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Kamala Harris,DEM,40,2103,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Vivek G. Ramaswamy,REP,38,2103,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Kamala Harris,DEM,40,2103,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Nikki Haley,REP,39,2103,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Kamala Harris,DEM,39,2103,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Mike Pence,REP,39,2103,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Kamala Harris,DEM,43,2103,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Tim Scott,REP,35,2103,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,Online Panel,Older
Ipsos,2.8,Joe Biden,DEM,39,4415,Adults,Probability Panel,Older
Ipsos,2.8,Donald Trump,REP,39,4415,Adults,Probability Panel,Older
Rasmussen,2.1,Joe Biden,DEM,43,979,Voters,IVR/Online Panel,Older
Rasmussen,2.1,Donald Trump,REP,42,979,Voters,IVR/Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,44,1334,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,43,1334,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,Online Panel,Older
Beacon/Shaw,2.8,Joe Biden,DEM,46,1012,Voters,Live Phone,Older
Beacon/Shaw,2.8,Donald Trump,REP,48,1012,Voters,Live Phone,Older
Beacon/Shaw,2.8,Joe Biden,DEM,47,1012,Voters,Live Phone,Older
Beacon/Shaw,2.8,Ron DeSantis,REP,44,1012,Voters,Live Phone,Older
Beacon/Shaw,2.8,Joe Biden,DEM,44,1012,Voters,Live Phone,Older
Beacon/Shaw,2.8,Tim Scott,REP,43,1012,Voters,Live Phone,Older
Beacon/Shaw,2.8,Joe Biden,DEM,43,1012,Voters,Live Phone,Older
Beacon/Shaw,2.8,Nikki Haley,REP,45,1012,Voters,Live Phone,Older
Beacon/Shaw,2.8,Joe Biden,DEM,44,1012,Voters,Live Phone,Older
Beacon/Shaw,2.8,Vivek G. Ramaswamy,REP,45,1012,Voters,Live Phone,Older
Beacon/Shaw,2.8,Joe Biden,DEM,43,1012,Voters,Live Phone,Older
Beacon/Shaw,2.8,Mike Pence,REP,44,1012,Voters,Live Phone,Older
Beacon/Shaw,2.8,Joe Biden,DEM,42,1012,Voters,Live Phone,Older
Beacon/Shaw,2.8,Chris Christie,REP,41,1012,Voters,Live Phone,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,Online Panel,Older
Quinnipiac,2.8,Joe Biden,DEM,47,1726,Voters,Live Phone,Older
Quinnipiac,2.8,Donald Trump,REP,46,1726,Voters,Live Phone,Older
HarrisX,1.5,Joe Biden,DEM,43,3015,Voters,Online Panel,Older
HarrisX,1.5,Donald Trump,REP,44,3015,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,44,6000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,6000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,6000,Voters,Online Panel,Older
Morning Consult,1.9,Ron DeSantis,REP,38,6000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,44,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
